	SPU_peptide	diadema.best
OG0033703		TRINITY_DN2225_c0_g1_i2.p2.p1
OG0033704		TRINITY_DN22261_c0_g1_i1.p2.p1
OG0033705		TRINITY_DN222621_c0_g1_i1.p1.p1
OG0033706		TRINITY_DN222697_c0_g1_i1.p1.p1
OG0033707		TRINITY_DN2226_c0_g1_i2.p1.p1
OG0033708		TRINITY_DN222705_c0_g1_i1.p1.p1
OG0033709		TRINITY_DN222705_c0_g1_i2.p2.p1
OG0033710		TRINITY_DN22270_c0_g1_i3.p2.p2
OG0033711		TRINITY_DN222833_c0_g1_i1.p1.p1
OG0033712		TRINITY_DN222837_c0_g1_i1.p1.p1
OG0033713		TRINITY_DN22285_c3_g1_i1.p1.p1
OG0033714		TRINITY_DN22287_c0_g1_i1.p1.p1
OG0033715		TRINITY_DN22292_c4_g2_i2.p1.p1
OG0033716		TRINITY_DN22295_c0_g1_i3.p1.p1
OG0033717		TRINITY_DN22296_c0_g1_i6.p1.p1
OG0033718		TRINITY_DN222976_c0_g1_i4.p1.p1
OG0033719		TRINITY_DN222976_c0_g1_i5.p1.p1
OG0033720		TRINITY_DN223031_c0_g1_i1.p1.p1
OG0033721		TRINITY_DN2230_c0_g1_i4.p2.p1
OG0033722		TRINITY_DN2230_c0_g1_i4.p8.p1
OG0033723		TRINITY_DN223260_c0_g1_i1.p1.p1
OG0033724		TRINITY_DN223272_c0_g1_i1.p1.p1
OG0033725		TRINITY_DN223274_c0_g1_i1.p1.p1
OG0033726		TRINITY_DN223290_c0_g1_i1.p1.p1
OG0033727		TRINITY_DN223367_c0_g1_i1.p1.p1
OG0033728		TRINITY_DN22336_c0_g1_i2.p1.p1
OG0033729		TRINITY_DN2233_c0_g1_i1.p1.p1
OG0033730		TRINITY_DN22342_c0_g1_i3.p1.p1
OG0033731		TRINITY_DN223457_c0_g1_i4.p1.p1
OG0033732		TRINITY_DN223457_c0_g1_i5.p1.p1
OG0033733		TRINITY_DN22346_c0_g1_i3.p1.p1
OG0033734		TRINITY_DN223471_c0_g1_i1.p1.p2
OG0033735		TRINITY_DN223569_c0_g1_i1.p1.p1
OG0033736		TRINITY_DN22366_c0_g2_i4.p1.p1
OG0033737		TRINITY_DN22373_c0_g1_i1.p1.p1
OG0033738		TRINITY_DN22373_c0_g1_i5.p1.p1
OG0033739		TRINITY_DN22379_c0_g1_i1.p1.p1
OG0033740		TRINITY_DN22389_c0_g1_i1.p1.p1
OG0033741		TRINITY_DN2238_c1_g2_i1.p1.p1
OG0033742		TRINITY_DN2238_c6_g1_i3.p1.p1
OG0033743		TRINITY_DN22391_c0_g2_i1.p1.p1
OG0033744		TRINITY_DN22392_c0_g1_i13.p1.p1
OG0033745		TRINITY_DN22393_c0_g1_i7.p1.p1
OG0033746		TRINITY_DN22394_c0_g1_i1.p3.p1
OG0033747		TRINITY_DN22396_c0_g1_i3.p1.p1
OG0033748		TRINITY_DN22396_c1_g1_i2.p1.p1
OG0033749		TRINITY_DN2239_c0_g1_i1.p1.p1
OG0033750		TRINITY_DN22400_c0_g1_i3.p1.p1
OG0033751		TRINITY_DN22400_c0_g1_i5.p1.p1
OG0033752		TRINITY_DN22400_c0_g1_i6.p1.p1
OG0033753		TRINITY_DN22407_c0_g1_i1.p1.p1
OG0033754		TRINITY_DN22407_c0_g1_i3.p1.p1
OG0033755		TRINITY_DN2240_c0_g1_i6.p2.p2
OG0033756		TRINITY_DN224114_c0_g1_i1.p1.p1
OG0033757		TRINITY_DN22416_c0_g1_i2.p3.p2
OG0033758		TRINITY_DN22418_c0_g1_i1.p1.p1
OG0033759		TRINITY_DN22418_c0_g2_i1.p1.p1
OG0033760		TRINITY_DN224193_c0_g1_i1.p1.p1
OG0033761		TRINITY_DN2241_c0_g1_i4.p1.p1
OG0033762		TRINITY_DN2241_c8_g1_i4.p1.p1
OG0033763		TRINITY_DN224203_c0_g1_i1.p1.p1
OG0033764		TRINITY_DN22423_c1_g1_i3.p2.p3
OG0033765		TRINITY_DN224240_c0_g1_i2.p1.p1
OG0033766		TRINITY_DN224279_c0_g1_i1.p1.p1
OG0033767		TRINITY_DN224298_c0_g1_i1.p1.p1
OG0033768		TRINITY_DN224304_c0_g1_i1.p1.p2
OG0033769		TRINITY_DN224319_c0_g1_i1.p1.p3
OG0033770		TRINITY_DN224324_c0_g1_i2.p1.p1
OG0033771		TRINITY_DN224324_c0_g1_i2.p2.p1
OG0033772		TRINITY_DN22437_c1_g1_i8.p1.p1
OG0033773		TRINITY_DN22440_c0_g1_i9.p4.p1
OG0033774		TRINITY_DN224467_c0_g1_i1.p1.p1
OG0033775		TRINITY_DN224501_c0_g1_i1.p1.p1
OG0033776		TRINITY_DN224530_c0_g1_i1.p1.p1
OG0033777		TRINITY_DN22458_c0_g1_i5.p1.p1
OG0033778		TRINITY_DN224608_c0_g1_i2.p1.p1
OG0033779		TRINITY_DN224654_c0_g1_i1.p1.p1
OG0033780		TRINITY_DN224689_c0_g1_i1.p1.p1
OG0033781		TRINITY_DN224690_c0_g1_i1.p1.p1
OG0033782		TRINITY_DN224749_c0_g1_i1.p1.p1
OG0033783		TRINITY_DN224753_c0_g1_i1.p2.p1
OG0033784		TRINITY_DN22475_c0_g1_i1.p1.p1
OG0033785		TRINITY_DN2247_c0_g2_i11.p1.p1
OG0033786		TRINITY_DN224809_c0_g1_i1.p1.p1
OG0033787		TRINITY_DN224857_c0_g1_i1.p1.p1
OG0033788		TRINITY_DN2248_c0_g1_i6.p1.p1
OG0033789		TRINITY_DN22493_c0_g1_i3.p5.p1
OG0033790		TRINITY_DN224973_c0_g1_i1.p1.p1
OG0033791		TRINITY_DN224_c0_g1_i13.p1.p1
OG0033792		TRINITY_DN224_c0_g1_i5.p1.p1
OG0033793		TRINITY_DN224_c0_g1_i7.p2.p1
OG0033794		TRINITY_DN224_c3_g1_i8.p1.p1
OG0033795		TRINITY_DN22500_c0_g1_i3.p1.p1
OG0033796		TRINITY_DN225029_c0_g1_i1.p1.p1
OG0033797		TRINITY_DN22502_c0_g1_i2.p1.p1
OG0033798		TRINITY_DN225039_c0_g1_i1.p1.p1
OG0033799		TRINITY_DN22503_c0_g1_i1.p1.p1
OG0033800		TRINITY_DN225065_c0_g1_i1.p1.p1
OG0033801		TRINITY_DN225072_c0_g1_i1.p1.p1
OG0033802		TRINITY_DN22507_c0_g1_i13.p1.p2
OG0033803		TRINITY_DN22507_c0_g1_i6.p1.p2
OG0033804		TRINITY_DN225177_c0_g1_i1.p1.p1
OG0033805		TRINITY_DN225177_c0_g1_i1.p2.p1
OG0033806		TRINITY_DN225196_c0_g1_i1.p1.p1
OG0033807		TRINITY_DN225205_c0_g1_i1.p1.p1
OG0033808		TRINITY_DN22522_c2_g1_i1.p1.p1
OG0033809		TRINITY_DN22526_c0_g1_i11.p1.p1
OG0033810		TRINITY_DN22526_c0_g1_i9.p1.p1
OG0033811		TRINITY_DN22526_c1_g1_i2.p1.p1
OG0033812		TRINITY_DN22528_c0_g1_i1.p1.p1
OG0033813		TRINITY_DN22529_c0_g1_i1.p1.p1
OG0033814		TRINITY_DN225359_c0_g1_i1.p1.p1
OG0033815		TRINITY_DN225377_c0_g1_i1.p1.p1
OG0033816		TRINITY_DN22538_c0_g1_i1.p1.p2
OG0033817		TRINITY_DN22538_c0_g1_i1.p2.p1
OG0033818		TRINITY_DN22541_c0_g1_i7.p1.p1
OG0033819		TRINITY_DN22543_c2_g1_i1.p2.p1
OG0033820		TRINITY_DN22547_c0_g1_i2.p1.p1
OG0033821		TRINITY_DN225533_c0_g1_i1.p1.p1
OG0033822		TRINITY_DN225570_c0_g1_i1.p1.p1
OG0033823		TRINITY_DN225602_c0_g1_i1.p1.p1
OG0033824		TRINITY_DN225625_c0_g1_i1.p1.p1
OG0033825		TRINITY_DN225638_c0_g1_i1.p1.p1
OG0033826		TRINITY_DN225656_c0_g1_i1.p1.p1
OG0033827		TRINITY_DN22568_c0_g2_i12.p1.p1
OG0033828		TRINITY_DN22568_c0_g2_i6.p1.p1
OG0033829		TRINITY_DN225692_c0_g1_i1.p1.p1
OG0033830		TRINITY_DN225699_c0_g1_i1.p1.p1
OG0033831		TRINITY_DN225718_c0_g1_i1.p1.p1
OG0033832		TRINITY_DN225793_c0_g1_i1.p1.p1
OG0033833		TRINITY_DN225793_c0_g1_i1.p2.p1
OG0033834		TRINITY_DN22580_c0_g1_i6.p1.p1
OG0033835		TRINITY_DN2258_c0_g1_i8.p1.p1
OG0033836		TRINITY_DN22595_c0_g1_i2.p1.p1
OG0033837		TRINITY_DN225960_c0_g1_i2.p1.p1
OG0033838		TRINITY_DN225985_c0_g1_i1.p1.p1
OG0033839		TRINITY_DN22599_c0_g1_i4.p1.p1
OG0033840		TRINITY_DN226000_c0_g1_i1.p1.p1
OG0033841		TRINITY_DN22602_c0_g1_i2.p1.p1
OG0033842		TRINITY_DN226038_c0_g1_i1.p1.p1
OG0033843		TRINITY_DN22603_c0_g1_i1.p1.p1
OG0033844		TRINITY_DN22607_c0_g1_i3.p5.p1
OG0033845		TRINITY_DN22617_c0_g1_i2.p1.p1
OG0033846		TRINITY_DN226229_c0_g1_i1.p1.p1
OG0033847		TRINITY_DN226273_c0_g1_i1.p1.p1
OG0033848		TRINITY_DN22627_c0_g1_i1.p1.p1
OG0033849		TRINITY_DN226286_c0_g1_i1.p1.p1
OG0033850		TRINITY_DN226308_c0_g1_i1.p1.p1
OG0033851		TRINITY_DN226312_c0_g1_i1.p1.p1
OG0033852		TRINITY_DN226327_c0_g1_i1.p1.p2
OG0033853		TRINITY_DN22638_c0_g1_i1.p1.p1
OG0033854		TRINITY_DN22640_c0_g1_i4.p1.p2
OG0033855		TRINITY_DN226528_c0_g1_i1.p1.p1
OG0033856		TRINITY_DN22658_c0_g1_i4.p1.p1
OG0033857		TRINITY_DN226595_c0_g1_i1.p1.p1
OG0033858		TRINITY_DN22659_c0_g1_i5.p2.p2
OG0033859		TRINITY_DN2265_c0_g1_i1.p1.p1
OG0033860		TRINITY_DN2265_c0_g1_i4.p1.p1
OG0033861		TRINITY_DN2265_c2_g1_i1.p1.p2
OG0033862		TRINITY_DN22660_c0_g1_i4.p1.p1
OG0033863		TRINITY_DN226638_c0_g1_i1.p1.p1
OG0033864		TRINITY_DN226646_c0_g1_i1.p1.p1
OG0033865		TRINITY_DN22666_c0_g1_i6.p1.p1
OG0033866		TRINITY_DN226672_c0_g1_i1.p1.p1
OG0033867		TRINITY_DN22667_c0_g1_i1.p1.p1
OG0033868		TRINITY_DN2266_c2_g1_i1.p1.p1
OG0033869		TRINITY_DN22670_c0_g1_i3.p1.p2
OG0033870		TRINITY_DN226710_c0_g1_i1.p1.p1
OG0033871		TRINITY_DN22672_c0_g1_i4.p1.p1
OG0033872		TRINITY_DN22672_c0_g1_i7.p1.p1
OG0033873		TRINITY_DN22679_c0_g1_i5.p1.p1
OG0033874		TRINITY_DN22681_c0_g1_i1.p2.p1
OG0033875		TRINITY_DN22681_c0_g1_i2.p1.p1
OG0033876		TRINITY_DN22682_c0_g1_i1.p1.p1
OG0033877		TRINITY_DN2268_c0_g3_i1.p1.p1
OG0033878		TRINITY_DN226935_c0_g1_i1.p1.p1
OG0033879		TRINITY_DN226953_c0_g1_i1.p1.p2
OG0033880		TRINITY_DN226978_c0_g1_i2.p1.p1
OG0033881		TRINITY_DN2269_c0_g1_i5.p2.p2
OG0033882		TRINITY_DN22700_c0_g1_i3.p2.p1
OG0033883		TRINITY_DN227035_c0_g1_i2.p1.p1
OG0033884		TRINITY_DN22703_c0_g2_i5.p2.p2
OG0033885		TRINITY_DN22710_c0_g1_i4.p1.p2
OG0033886		TRINITY_DN22713_c0_g1_i1.p1.p1
OG0033887		TRINITY_DN22713_c0_g1_i1.p2.p1
OG0033888		TRINITY_DN227159_c0_g1_i1.p1.p1
OG0033889		TRINITY_DN22718_c1_g1_i3.p1.p1
OG0033890		TRINITY_DN22718_c4_g1_i1.p1.p1
OG0033891		TRINITY_DN2271_c0_g1_i5.p1.p1
OG0033892		TRINITY_DN227235_c0_g1_i1.p1.p1
OG0033893		TRINITY_DN227324_c0_g1_i1.p1.p2
OG0033894		TRINITY_DN227343_c0_g1_i1.p1.p1
OG0033895		TRINITY_DN227348_c0_g1_i1.p1.p1
OG0033896		TRINITY_DN22739_c0_g1_i2.p3.p2
OG0033897		TRINITY_DN227415_c0_g1_i1.p1.p2
OG0033898		TRINITY_DN22744_c0_g1_i3.p1.p1
OG0033899		TRINITY_DN227488_c0_g1_i1.p1.p1
OG0033900		TRINITY_DN227533_c0_g1_i1.p1.p1
OG0033901		TRINITY_DN227545_c0_g1_i1.p1.p1
OG0033902		TRINITY_DN22755_c1_g1_i1.p1.p1
OG0033903		TRINITY_DN227588_c0_g1_i1.p1.p1
OG0033904		TRINITY_DN227591_c0_g1_i1.p1.p1
OG0033905		TRINITY_DN227649_c0_g1_i1.p1.p2
OG0033906		TRINITY_DN22766_c0_g1_i10.p1.p2
OG0033907		TRINITY_DN22766_c0_g1_i10.p4.p1
OG0033908		TRINITY_DN22766_c0_g1_i10.p5.p1
OG0033909		TRINITY_DN22766_c0_g1_i8.p2.p1
OG0033910		TRINITY_DN227693_c0_g1_i1.p1.p2
OG0033911		TRINITY_DN2276_c1_g2_i2.p2.p2
OG0033912		TRINITY_DN22778_c0_g1_i1.p2.p3
OG0033913		TRINITY_DN227795_c0_g1_i1.p1.p1
OG0033914		TRINITY_DN227801_c0_g1_i1.p1.p2
OG0033915		TRINITY_DN227852_c0_g1_i1.p1.p2
OG0033916		TRINITY_DN227873_c0_g1_i2.p1.p1
OG0033917		TRINITY_DN2278_c0_g1_i1.p1.p1
OG0033918		TRINITY_DN227900_c0_g1_i3.p1.p1
OG0033919		TRINITY_DN227928_c0_g1_i1.p1.p1
OG0033920		TRINITY_DN227947_c0_g1_i1.p1.p1
OG0033921		TRINITY_DN227959_c0_g1_i1.p1.p1
OG0033922		TRINITY_DN227959_c0_g2_i1.p1.p1
OG0033923		TRINITY_DN22796_c0_g1_i3.p1.p1
OG0033924		TRINITY_DN22798_c0_g2_i2.p1.p1
OG0033925		TRINITY_DN22798_c0_g2_i2.p2.p1
OG0033926		TRINITY_DN227996_c0_g1_i1.p1.p1
OG0033927		TRINITY_DN22802_c1_g1_i6.p1.p1
OG0033928		TRINITY_DN228033_c0_g1_i1.p1.p1
OG0033929		TRINITY_DN228073_c0_g1_i1.p1.p1
OG0033930		TRINITY_DN22809_c0_g1_i5.p4.p2
OG0033931		TRINITY_DN228145_c0_g1_i1.p1.p2
OG0033932		TRINITY_DN22818_c0_g1_i3.p1.p1
OG0033933		TRINITY_DN22818_c2_g1_i1.p1.p1
OG0033934		TRINITY_DN228196_c0_g1_i1.p1.p1
OG0033935		TRINITY_DN228201_c0_g1_i1.p1.p1
OG0033936		TRINITY_DN228235_c0_g1_i1.p1.p1
OG0033937		TRINITY_DN228252_c0_g1_i1.p1.p1
OG0033938		TRINITY_DN228256_c0_g1_i2.p1.p1
OG0033939		TRINITY_DN228263_c0_g1_i1.p1.p2
OG0033940		TRINITY_DN228276_c0_g1_i5.p1.p1
OG0033941		TRINITY_DN228281_c0_g1_i2.p1.p1
OG0033942		TRINITY_DN228293_c0_g1_i1.p1.p2
OG0033943		TRINITY_DN22829_c0_g1_i2.p1.p1
OG0033944		TRINITY_DN228303_c0_g1_i4.p1.p1
OG0033945		TRINITY_DN22831_c0_g1_i1.p3.p1
OG0033946		TRINITY_DN22832_c0_g1_i1.p1.p1
OG0033947		TRINITY_DN228343_c0_g1_i1.p1.p1
OG0033948		TRINITY_DN22834_c0_g1_i7.p1.p1
OG0033949		TRINITY_DN22837_c0_g1_i2.p1.p1
OG0033950		TRINITY_DN22837_c0_g1_i2.p3.p1
OG0033951		TRINITY_DN22837_c0_g1_i2.p5.p2
OG0033952		TRINITY_DN228472_c0_g1_i1.p1.p1
OG0033953		TRINITY_DN22851_c0_g1_i4.p2.p1
OG0033954		TRINITY_DN228522_c0_g1_i1.p1.p1
OG0033955		TRINITY_DN228534_c0_g1_i2.p1.p1
OG0033956		TRINITY_DN228562_c0_g1_i1.p1.p1
OG0033957		TRINITY_DN228585_c0_g1_i2.p1.p1
OG0033958		TRINITY_DN22859_c0_g1_i3.p1.p1
OG0033959		TRINITY_DN22860_c0_g1_i3.p1.p1
OG0033960		TRINITY_DN228652_c0_g1_i1.p1.p1
OG0033961		TRINITY_DN228654_c0_g1_i1.p1.p1
OG0033962		TRINITY_DN228680_c0_g1_i1.p1.p1
OG0033963		TRINITY_DN228683_c0_g1_i1.p1.p1
OG0033964		TRINITY_DN228694_c0_g1_i1.p1.p1
OG0033965		TRINITY_DN22869_c0_g1_i2.p1.p1
OG0033966		TRINITY_DN2286_c0_g1_i3.p2.p3
OG0033967		TRINITY_DN22870_c0_g1_i3.p1.p1
OG0033968		TRINITY_DN22870_c0_g1_i6.p1.p1
OG0033969		TRINITY_DN22870_c2_g1_i1.p1.p1
OG0033970		TRINITY_DN228714_c0_g1_i1.p1.p1
OG0033971		TRINITY_DN22871_c0_g1_i3.p1.p1
OG0033972		TRINITY_DN228728_c0_g1_i1.p1.p1
OG0033973		TRINITY_DN22873_c0_g1_i2.p1.p1
OG0033974		TRINITY_DN228751_c0_g1_i1.p1.p1
OG0033975		TRINITY_DN228780_c0_g1_i1.p1.p1
OG0033976		TRINITY_DN228781_c0_g1_i1.p1.p1
OG0033977		TRINITY_DN228786_c0_g1_i1.p1.p1
OG0033978		TRINITY_DN228799_c0_g1_i1.p1.p1
OG0033979		TRINITY_DN228800_c0_g1_i1.p1.p1
OG0033980		TRINITY_DN228811_c0_g1_i1.p1.p1
OG0033981		TRINITY_DN228833_c0_g1_i1.p1.p1
OG0033982		TRINITY_DN228839_c0_g1_i1.p1.p1
OG0033983		TRINITY_DN228853_c0_g1_i1.p1.p1
OG0033984		TRINITY_DN228873_c0_g1_i1.p1.p1
OG0033985		TRINITY_DN228883_c0_g1_i3.p1.p1
OG0033986		TRINITY_DN228928_c0_g1_i1.p1.p1
OG0033987		TRINITY_DN228941_c0_g1_i1.p1.p1
OG0033988		TRINITY_DN228943_c0_g1_i2.p1.p1
OG0033989		TRINITY_DN228978_c0_g1_i1.p1.p1
OG0033990		TRINITY_DN229015_c0_g1_i1.p1.p1
OG0033991		TRINITY_DN229017_c0_g1_i1.p1.p1
OG0033992		TRINITY_DN229025_c0_g1_i1.p1.p1
OG0033993		TRINITY_DN229030_c0_g1_i1.p1.p1
OG0033994		TRINITY_DN22903_c0_g1_i2.p1.p1
OG0033995		TRINITY_DN229040_c0_g1_i1.p1.p1
OG0033996		TRINITY_DN229042_c0_g1_i1.p1.p1
OG0033997		TRINITY_DN22909_c0_g1_i7.p1.p1
OG0033998		TRINITY_DN22909_c0_g1_i7.p2.p1
OG0033999		TRINITY_DN2290_c0_g2_i1.p1.p1
OG0034000		TRINITY_DN229125_c0_g1_i1.p1.p3
OG0034001		TRINITY_DN229161_c0_g1_i1.p1.p1
OG0034002		TRINITY_DN229175_c0_g1_i1.p1.p1
OG0034003		TRINITY_DN229193_c0_g1_i1.p1.p1
OG0034004		TRINITY_DN229228_c0_g1_i1.p1.p1
OG0034005		TRINITY_DN229248_c0_g1_i1.p1.p1
OG0034006		TRINITY_DN229259_c0_g1_i1.p1.p1
OG0034007		TRINITY_DN229280_c0_g1_i1.p1.p1
OG0034008		TRINITY_DN229284_c0_g1_i1.p1.p1
OG0034009		TRINITY_DN2292_c0_g1_i2.p3.p1
OG0034010		TRINITY_DN229300_c0_g1_i1.p1.p1
OG0034011		TRINITY_DN229301_c0_g1_i2.p1.p1
OG0034012		TRINITY_DN229317_c0_g1_i2.p1.p1
OG0034013		TRINITY_DN229324_c0_g1_i1.p1.p2
OG0034014		TRINITY_DN229330_c0_g1_i1.p1.p1
OG0034015		TRINITY_DN229341_c0_g1_i1.p1.p1
OG0034016		TRINITY_DN229344_c0_g1_i1.p1.p1
OG0034017		TRINITY_DN229349_c0_g1_i1.p1.p1
OG0034018		TRINITY_DN229354_c1_g1_i1.p1.p1
OG0034019		TRINITY_DN229384_c0_g1_i1.p1.p1
OG0034020		TRINITY_DN2293_c0_g1_i7.p1.p1
OG0034021		TRINITY_DN229403_c0_g1_i2.p1.p1
OG0034022		TRINITY_DN22942_c0_g1_i1.p1.p1
OG0034023		TRINITY_DN229440_c0_g1_i1.p1.p1
OG0034024		TRINITY_DN22945_c0_g1_i3.p4.p1
OG0034025		TRINITY_DN229488_c0_g1_i1.p1.p1
OG0034026		TRINITY_DN229494_c0_g1_i1.p1.p1
OG0034027		TRINITY_DN22949_c0_g1_i2.p1.p1
OG0034028		TRINITY_DN22949_c0_g1_i6.p1.p1
OG0034029		TRINITY_DN2294_c0_g1_i6.p4.p1
OG0034030		TRINITY_DN229527_c0_g1_i1.p1.p1
OG0034031		TRINITY_DN229529_c0_g1_i1.p1.p1
OG0034032		TRINITY_DN22952_c0_g1_i6.p2.p2
OG0034033		TRINITY_DN22953_c0_g1_i1.p1.p1
OG0034034		TRINITY_DN229550_c0_g1_i1.p1.p1
OG0034035		TRINITY_DN229551_c0_g1_i1.p1.p2
OG0034036		TRINITY_DN229557_c0_g1_i1.p1.p1
OG0034037		TRINITY_DN2295_c0_g1_i3.p1.p1
OG0034038		TRINITY_DN22960_c0_g1_i1.p1.p1
OG0034039		TRINITY_DN229643_c0_g1_i1.p1.p1
OG0034040		TRINITY_DN229692_c0_g1_i1.p1.p1
OG0034041		TRINITY_DN229708_c0_g1_i1.p1.p1
OG0034042		TRINITY_DN229711_c0_g1_i1.p1.p1
OG0034043		TRINITY_DN229715_c0_g1_i1.p1.p1
OG0034044		TRINITY_DN229721_c0_g1_i1.p1.p1
OG0034045		TRINITY_DN229736_c0_g1_i1.p1.p1
OG0034046		TRINITY_DN229737_c0_g1_i1.p1.p3
OG0034047		TRINITY_DN229740_c0_g1_i1.p1.p1
OG0034048		TRINITY_DN229764_c0_g1_i1.p1.p1
OG0034049		TRINITY_DN229781_c0_g1_i1.p1.p1
OG0034050		TRINITY_DN229788_c0_g1_i1.p1.p1
OG0034051		TRINITY_DN22982_c0_g1_i8.p2.p2
OG0034052		TRINITY_DN229839_c0_g1_i1.p1.p1
OG0034053		TRINITY_DN22983_c0_g1_i3.p1.p1
OG0034054		TRINITY_DN229870_c0_g1_i1.p1.p1
OG0034055		TRINITY_DN229887_c0_g1_i1.p1.p1
OG0034056		TRINITY_DN229888_c0_g1_i2.p1.p1
OG0034057		TRINITY_DN22989_c0_g1_i4.p4.p1
OG0034058		TRINITY_DN2298_c4_g1_i1.p1.p1
OG0034059		TRINITY_DN2298_c4_g1_i3.p1.p1
OG0034060		TRINITY_DN2298_c4_g1_i5.p1.p1
OG0034061		TRINITY_DN2298_c4_g1_i7.p1.p1
OG0034062		TRINITY_DN229978_c0_g1_i1.p1.p1
OG0034063		TRINITY_DN229980_c0_g1_i1.p1.p1
OG0034064		TRINITY_DN22999_c0_g1_i3.p1.p2
OG0034065		TRINITY_DN2299_c1_g1_i5.p2.p3
OG0034066		TRINITY_DN230051_c0_g1_i1.p1.p1
OG0034067		TRINITY_DN2300_c0_g1_i1.p1.p1
OG0034068		TRINITY_DN230120_c0_g1_i1.p1.p1
OG0034069		TRINITY_DN230189_c0_g1_i1.p1.p1
OG0034070		TRINITY_DN23018_c0_g1_i2.p2.p1
OG0034071		TRINITY_DN23019_c0_g1_i1.p1.p1
OG0034072		TRINITY_DN2301_c0_g1_i4.p1.p1
OG0034073		TRINITY_DN230201_c0_g1_i1.p1.p1
OG0034074		TRINITY_DN230239_c0_g1_i1.p1.p1
OG0034075		TRINITY_DN23023_c0_g1_i3.p1.p1
OG0034076		TRINITY_DN23023_c1_g1_i1.p1.p2
OG0034077		TRINITY_DN230244_c0_g1_i1.p1.p1
OG0034078		TRINITY_DN230282_c0_g1_i1.p1.p1
OG0034079		TRINITY_DN23029_c0_g1_i1.p1.p1
OG0034080		TRINITY_DN230310_c0_g1_i1.p1.p1
OG0034081		TRINITY_DN230314_c0_g1_i2.p1.p1
OG0034082		TRINITY_DN230332_c0_g1_i1.p1.p1
OG0034083		TRINITY_DN230351_c0_g1_i1.p1.p2
OG0034084		TRINITY_DN230362_c0_g1_i1.p1.p1
OG0034085		TRINITY_DN230375_c0_g1_i1.p1.p1
OG0034086		TRINITY_DN230377_c0_g1_i1.p1.p1
OG0034087		TRINITY_DN230379_c0_g1_i1.p1.p1
OG0034088		TRINITY_DN230398_c0_g1_i1.p1.p1
OG0034089		TRINITY_DN230424_c0_g1_i1.p1.p1
OG0034090		TRINITY_DN230460_c0_g1_i1.p1.p1
OG0034091		TRINITY_DN230471_c0_g1_i1.p1.p1
OG0034092		TRINITY_DN230473_c0_g1_i2.p1.p1
OG0034093		TRINITY_DN230495_c0_g1_i2.p1.p1
OG0034094		TRINITY_DN23049_c0_g1_i8.p1.p1
OG0034095		TRINITY_DN230539_c0_g1_i2.p1.p1
OG0034096		TRINITY_DN230563_c0_g1_i1.p1.p3
OG0034097		TRINITY_DN230570_c0_g1_i1.p1.p1
OG0034098		TRINITY_DN230586_c0_g1_i1.p1.p1
OG0034099		TRINITY_DN230604_c0_g1_i1.p1.p1
OG0034100		TRINITY_DN230616_c0_g1_i1.p1.p1
OG0034101		TRINITY_DN23063_c0_g1_i3.p1.p1
OG0034102		TRINITY_DN23063_c0_g1_i3.p3.p1
OG0034103		TRINITY_DN23064_c0_g1_i2.p1.p1
OG0034104		TRINITY_DN230670_c0_g1_i1.p1.p1
OG0034105		TRINITY_DN230686_c0_g1_i1.p1.p1
OG0034106		TRINITY_DN2306_c0_g1_i2.p1.p1
OG0034107		TRINITY_DN230726_c0_g1_i1.p1.p1
OG0034108		TRINITY_DN23072_c0_g1_i1.p7.p1
OG0034109		TRINITY_DN23072_c0_g1_i2.p7.p1
OG0034110		TRINITY_DN23072_c0_g2_i1.p1.p1
OG0034111		TRINITY_DN230794_c0_g1_i1.p1.p1
OG0034112		TRINITY_DN230837_c0_g1_i2.p1.p1
OG0034113		TRINITY_DN230855_c0_g1_i1.p1.p1
OG0034114		TRINITY_DN23086_c0_g1_i1.p1.p1
OG0034115		TRINITY_DN230877_c0_g1_i1.p1.p1
OG0034116		TRINITY_DN2308_c0_g1_i1.p1.p1
OG0034117		TRINITY_DN2308_c0_g1_i1.p2.p1
OG0034118		TRINITY_DN230963_c0_g1_i1.p1.p1
OG0034119		TRINITY_DN230963_c1_g1_i1.p1.p1
OG0034120		TRINITY_DN230974_c0_g1_i1.p1.p1
OG0034121		TRINITY_DN23106_c0_g1_i3.p2.p2
OG0034122		TRINITY_DN231077_c0_g1_i1.p1.p1
OG0034123		TRINITY_DN23109_c0_g1_i9.p1.p1
OG0034124		TRINITY_DN231118_c0_g1_i1.p1.p1
OG0034125		TRINITY_DN231156_c0_g1_i1.p1.p1
OG0034126		TRINITY_DN231180_c0_g1_i1.p1.p1
OG0034127		TRINITY_DN23119_c0_g1_i1.p1.p1
OG0034128		TRINITY_DN231201_c0_g1_i1.p1.p1
OG0034129		TRINITY_DN231219_c0_g1_i1.p1.p1
OG0034130		TRINITY_DN231228_c0_g1_i1.p1.p1
OG0034131		TRINITY_DN231229_c0_g1_i1.p1.p1
OG0034132		TRINITY_DN231253_c0_g1_i1.p1.p1
OG0034133		TRINITY_DN231317_c0_g1_i1.p1.p1
OG0034134		TRINITY_DN23132_c0_g1_i12.p1.p1
OG0034135		TRINITY_DN231346_c0_g1_i1.p1.p1
OG0034136		TRINITY_DN23138_c1_g1_i1.p2.p1
OG0034137		TRINITY_DN23138_c2_g1_i2.p1.p1
OG0034138		TRINITY_DN231401_c0_g1_i1.p1.p1
OG0034139		TRINITY_DN231424_c0_g1_i1.p1.p1
